date,month_year,airport_group,airport,total_passengers,terminal_passengers,transit_passengers
2018-05-01,May 2018,London Area Airports,LUTON,1519110,1519110,0
2018-05-01,May 2018,Other UK Airports,LYDD,3,3,0
2018-05-01,May 2018,Other UK Airports,MANCHESTER,2495356,2490941,4415
2018-05-01,May 2018,Other UK Airports,NEWCASTLE,519095,518890,205
2018-05-01,May 2018,Other UK Airports,NEWQUAY,46469,46447,22
2018-05-01,May 2018,Other UK Airports,NORWICH,53568,53568,0
2018-05-01,May 2018,Other UK Airports,OXFORD (KIDLINGTON),100,100,0
2018-05-01,May 2018,Other UK Airports,PRESTWICK,79563,79553,10
2018-05-01,May 2018,Other UK Airports,SCATSTA,17169,17169,0
2018-05-01,May 2018,Other UK Airports,SOUTHAMPTON,182987,182987,0
2018-05-01,May 2018,London Area Airports,SOUTHEND,128592,128592,0
2018-05-01,May 2018,London Area Airports,STANSTED,2516480,2516480,0
2018-05-01,May 2018,Other UK Airports,STORNOWAY,12615,12421,194
2018-05-01,May 2018,Other UK Airports,SUMBURGH,21966,21966,0
2018-05-01,May 2018,Other UK Airports,TIREE,1304,1268,36
2018-05-01,May 2018,Other UK Airports,WICK JOHN O GROATS,1604,1604,0
2018-06-01,June 2018,Other UK Airports,ABERDEEN,276391,276391,0
2018-06-01,June 2018,Non UK Reporting Airports,ALDERNEY,5023,5023,0
2018-06-01,June 2018,Other UK Airports,BARRA,1516,1516,0
2018-06-01,June 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),234347,234263,84
2018-06-01,June 2018,Other UK Airports,BELFAST INTERNATIONAL,608884,608884,0
2018-06-01,June 2018,Other UK Airports,BENBECULA,3312,3299,13
2018-06-01,June 2018,Other UK Airports,BIGGIN HILL,90,90,0
2018-06-01,June 2018,Other UK Airports,BIRMINGHAM,1239181,1239151,30
2018-06-01,June 2018,Other UK Airports,BLACKPOOL,1698,1698,0
2018-06-01,June 2018,Other UK Airports,BOURNEMOUTH,74870,74870,0
2018-06-01,June 2018,Other UK Airports,BRISTOL,907964,907578,386
2018-06-01,June 2018,Other UK Airports,CAMPBELTOWN,835,835,0
2018-06-01,June 2018,Other UK Airports,CARDIFF WALES,181531,181292,239
2018-06-01,June 2018,Other UK Airports,CITY OF DERRY (EGLINTON),15769,15769,0
2018-06-01,June 2018,Other UK Airports,DONCASTER SHEFFIELD,135465,135465,0
2018-06-01,June 2018,Other UK Airports,DUNDEE,1834,1834,0
2018-06-01,June 2018,Other UK Airports,DURHAM TEES VALLEY,13035,12921,114
2018-06-01,June 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,560272,560272,0
2018-06-01,June 2018,Other UK Airports,EDINBURGH,1393083,1392839,244
2018-06-01,June 2018,Other UK Airports,EXETER,95651,95637,14
2018-06-01,June 2018,London Area Airports,GATWICK,4499857,4499025,832
2018-06-01,June 2018,Other UK Airports,GLASGOW,1008111,1007911,200
2018-06-01,June 2018,Other UK Airports,GLOUCESTERSHIRE,0,0,0
2018-06-01,June 2018,Non UK Reporting Airports,GUERNSEY,77887,75220,2667
2018-06-01,June 2018,London Area Airports,HEATHROW,7086917,7084576,2341
2018-06-01,June 2018,Other UK Airports,HUMBERSIDE,18372,18304,68
2018-06-01,June 2018,Other UK Airports,INVERNESS,87270,87008,262
2018-06-01,June 2018,Other UK Airports,ISLAY,3358,3331,27
2018-06-01,June 2018,Non UK Reporting Airports,ISLE OF MAN,87506,87506,0
2018-06-01,June 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),11957,11957,0
2018-06-01,June 2018,Non UK Reporting Airports,JERSEY,169794,168445,1349
2018-06-01,June 2018,Other UK Airports,KIRKWALL,17796,16627,1169
2018-06-01,June 2018,Other UK Airports,LANDS END (ST JUST),7286,7262,24
2018-06-01,June 2018,Other UK Airports,LEEDS BRADFORD,463420,463393,27
2018-06-01,June 2018,Other UK Airports,LERWICK (TINGWALL),470,470,0
2018-06-01,June 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),462856,462606,250
2018-06-01,June 2018,London Area Airports,LONDON CITY,443721,443721,0
2018-06-01,June 2018,London Area Airports,LUTON,1585660,1585355,305
2018-06-01,June 2018,Other UK Airports,LYDD,47,47,0
2018-06-01,June 2018,Other UK Airports,MANCHESTER,2853875,2848855,5020
2018-06-01,June 2018,Other UK Airports,NEWCASTLE,588374,588064,310
2018-06-01,June 2018,Other UK Airports,NEWQUAY,54652,54417,235
2018-06-01,June 2018,Other UK Airports,NORWICH,58572,58572,0
2018-06-01,June 2018,Other UK Airports,PRESTWICK,80083,79570,513
2018-06-01,June 2018,Other UK Airports,SCATSTA,16887,16887,0
2018-06-01,June 2018,Other UK Airports,SOUTHAMPTON,187633,187633,0
2018-06-01,June 2018,London Area Airports,SOUTHEND,144069,144069,0
2018-06-01,June 2018,London Area Airports,STANSTED,2635451,2635372,79
2018-06-01,June 2018,Other UK Airports,STORNOWAY,12346,12120,226
2018-06-01,June 2018,Other UK Airports,SUMBURGH,22371,22355,16
2018-06-01,June 2018,Other UK Airports,TIREE,1331,1305,26
2018-06-01,June 2018,Other UK Airports,WICK JOHN O GROATS,1606,1606,0
2018-07-01,July 2018,Other UK Airports,ABERDEEN,291385,291362,23
2018-07-01,July 2018,Non UK Reporting Airports,ALDERNEY,6012,6012,0
2018-07-01,July 2018,Other UK Airports,BARRA,1570,1570,0
2018-07-01,July 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),250504,250504,0
2018-07-01,July 2018,Other UK Airports,BELFAST INTERNATIONAL,676383,676383,0
2018-07-01,July 2018,Other UK Airports,BENBECULA,3435,3435,0
2018-07-01,July 2018,Other UK Airports,BIGGIN HILL,230,230,0
2018-07-01,July 2018,Other UK Airports,BIRMINGHAM,1313887,1312986,901
2018-07-01,July 2018,Other UK Airports,BLACKPOOL,2469,2469,0
2018-07-01,July 2018,Other UK Airports,BOURNEMOUTH,74453,74453,0
2018-07-01,July 2018,Other UK Airports,BRISTOL,938776,938411,365
2018-07-01,July 2018,Other UK Airports,CAMPBELTOWN,932,916,16
2018-07-01,July 2018,Other UK Airports,CARDIFF WALES,192021,191944,77
2018-07-01,July 2018,Other UK Airports,CITY OF DERRY (EGLINTON),18288,18288,0
2018-07-01,July 2018,Other UK Airports,DONCASTER SHEFFIELD,139863,139863,0
2018-07-01,July 2018,Other UK Airports,DUNDEE,2118,2118,0
2018-07-01,July 2018,Other UK Airports,DURHAM TEES VALLEY,11701,11603,98
2018-07-01,July 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,576208,576208,0
2018-07-01,July 2018,Other UK Airports,EDINBURGH,1499476,1499155,321
2018-07-01,July 2018,Other UK Airports,EXETER,97945,97945,0
2018-07-01,July 2018,London Area Airports,GATWICK,4797036,4795868,1168
2018-07-01,July 2018,Other UK Airports,GLASGOW,1066738,1066159,579
2018-07-01,July 2018,Non UK Reporting Airports,GUERNSEY,84416,81584,2832
2018-07-01,July 2018,London Area Airports,HEATHROW,7796030,7793509,2521
2018-07-01,July 2018,Other UK Airports,HUMBERSIDE,18078,18076,2
2018-07-01,July 2018,Other UK Airports,INVERNESS,98272,98032,240
2018-07-01,July 2018,Other UK Airports,ISLAY,3302,3277,25
2018-07-01,July 2018,Non UK Reporting Airports,ISLE OF MAN,73519,73519,0
2018-07-01,July 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),13412,13412,0
2018-07-01,July 2018,Non UK Reporting Airports,JERSEY,185645,184205,1440
2018-07-01,July 2018,Other UK Airports,KIRKWALL,17781,16551,1230
2018-07-01,July 2018,Other UK Airports,LANDS END (ST JUST),8567,8531,36
2018-07-01,July 2018,Other UK Airports,LEEDS BRADFORD,501352,501352,0
2018-07-01,July 2018,Other UK Airports,LERWICK (TINGWALL),492,492,0
2018-07-01,July 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),490901,490347,554
2018-07-01,July 2018,London Area Airports,LONDON CITY,473866,473866,0
2018-07-01,July 2018,London Area Airports,LUTON,1695575,1694726,849
2018-07-01,July 2018,Other UK Airports,LYDD,65,65,0
2018-07-01,July 2018,Other UK Airports,MANCHESTER,3047987,3044919,3068
2018-07-01,July 2018,Other UK Airports,NEWCASTLE,616656,616523,133
2018-07-01,July 2018,Other UK Airports,NEWQUAY,59188,59138,50
2018-07-01,July 2018,Other UK Airports,NORWICH,59009,59009,0
2018-07-01,July 2018,Other UK Airports,PRESTWICK,82551,82544,7
2018-07-01,July 2018,Other UK Airports,SCATSTA,16065,16065,0
2018-07-01,July 2018,Other UK Airports,SOUTHAMPTON,201243,201243,0
2018-07-01,July 2018,London Area Airports,SOUTHEND,167047,167047,0
2018-07-01,July 2018,London Area Airports,STANSTED,2770804,2770369,435
2018-07-01,July 2018,Other UK Airports,STORNOWAY,12566,12367,199
2018-07-01,July 2018,Other UK Airports,SUMBURGH,20840,20821,19
2018-07-01,July 2018,Other UK Airports,TIREE,1653,1611,42
2018-07-01,July 2018,Other UK Airports,WICK JOHN O GROATS,1475,1475,0
2018-08-01,August 2018,Other UK Airports,ABERDEEN,283635,283635,0
2018-08-01,August 2018,Non UK Reporting Airports,ALDERNEY,7314,7314,0
2018-08-01,August 2018,Other UK Airports,BARRA,1504,1504,0
2018-08-01,August 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),255024,255024,0
2018-08-01,August 2018,Other UK Airports,BELFAST INTERNATIONAL,672018,672018,0
2018-08-01,August 2018,Other UK Airports,BENBECULA,3336,3336,0
2018-08-01,August 2018,Other UK Airports,BIGGIN HILL,312,312,0
2018-08-01,August 2018,Other UK Airports,BIRMINGHAM,1368524,1368293,231
2018-08-01,August 2018,Other UK Airports,BLACKPOOL,1209,1209,0
2018-08-01,August 2018,Other UK Airports,BOURNEMOUTH,80514,80514,0
2018-08-01,August 2018,Other UK Airports,BRISTOL,964610,964549,61
2018-08-01,August 2018,Other UK Airports,CAMPBELTOWN,930,916,14
2018-08-01,August 2018,Other UK Airports,CARDIFF WALES,202405,202405,0
2018-08-01,August 2018,Other UK Airports,CITY OF DERRY (EGLINTON),17665,17665,0
2018-08-01,August 2018,Other UK Airports,DONCASTER SHEFFIELD,147970,147970,0
2018-08-01,August 2018,Other UK Airports,DUNDEE,1937,1937,0
2018-08-01,August 2018,Other UK Airports,DURHAM TEES VALLEY,11157,11087,70
2018-08-01,August 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,605226,605226,0
2018-08-01,August 2018,Other UK Airports,EDINBURGH,1471940,1471647,293
2018-08-01,August 2018,Other UK Airports,EXETER,104123,104123,0
2018-08-01,August 2018,London Area Airports,GATWICK,4927752,4927598,154
2018-08-01,August 2018,Other UK Airports,GLASGOW,1011785,1011540,245
2018-08-01,August 2018,Non UK Reporting Airports,GUERNSEY,86765,83703,3062
2018-08-01,August 2018,London Area Airports,HEATHROW,7644608,7642530,2078
2018-08-01,August 2018,Other UK Airports,HUMBERSIDE,18327,18256,71
2018-08-01,August 2018,Other UK Airports,INVERNESS,96049,95758,291
2018-08-01,August 2018,Other UK Airports,ISLAY,3371,3353,18
2018-08-01,August 2018,Non UK Reporting Airports,ISLE OF MAN,79154,79154,0
2018-08-01,August 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),12455,12455,0
2018-08-01,August 2018,Non UK Reporting Airports,JERSEY,194124,191663,2461
2018-08-01,August 2018,Other UK Airports,KIRKWALL,18440,17050,1390
2018-08-01,August 2018,Other UK Airports,LANDS END (ST JUST),8427,8412,15
2018-08-01,August 2018,Other UK Airports,LEEDS BRADFORD,520169,520169,0
2018-08-01,August 2018,Other UK Airports,LERWICK (TINGWALL),586,586,0
2018-08-01,August 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),529155,528801,354
2018-08-01,August 2018,London Area Airports,LONDON CITY,440336,440336,0
2018-08-01,August 2018,London Area Airports,LUTON,1759198,1759198,0
2018-08-01,August 2018,Other UK Airports,LYDD,60,60,0
2018-08-01,August 2018,Other UK Airports,MANCHESTER,3149437,3147004,2433
2018-08-01,August 2018,Other UK Airports,NEWCASTLE,619283,619215,68
2018-08-01,August 2018,Other UK Airports,NEWQUAY,59083,59042,41
2018-08-01,August 2018,Other UK Airports,NORWICH,60936,60936,0
2018-08-01,August 2018,Other UK Airports,PRESTWICK,80173,80170,3
2018-08-01,August 2018,Other UK Airports,SCATSTA,16460,16460,0
2018-08-01,August 2018,Other UK Airports,SOUTHAMPTON,203951,203951,0
2018-08-01,August 2018,London Area Airports,SOUTHEND,189651,189651,0
2018-08-01,August 2018,London Area Airports,STANSTED,2973551,2973551,0
2018-08-01,August 2018,Other UK Airports,STORNOWAY,13190,12990,200
2018-08-01,August 2018,Other UK Airports,SUMBURGH,19863,19836,27
2018-08-01,August 2018,Other UK Airports,TIREE,1405,1354,51
2018-08-01,August 2018,Other UK Airports,WICK JOHN O GROATS,1470,1470,0
2018-09-01,September 2018,Other UK Airports,ABERDEEN,268107,268107,0
2018-09-01,September 2018,Non UK Reporting Airports,ALDERNEY,5530,5530,0
2018-09-01,September 2018,Other UK Airports,BARRA,1297,1297,0
2018-09-01,September 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),220240,220240,0
2018-09-01,September 2018,Other UK Airports,BELFAST INTERNATIONAL,598628,598628,0
2018-09-01,September 2018,Other UK Airports,BENBECULA,3263,3263,0
2018-09-01,September 2018,Other UK Airports,BIGGIN HILL,237,237,0
2018-09-01,September 2018,Other UK Airports,BIRMINGHAM,1255406,1254986,420
2018-09-01,September 2018,Other UK Airports,BLACKPOOL,640,640,0
2018-09-01,September 2018,Other UK Airports,BOURNEMOUTH,76101,76101,0
2018-09-01,September 2018,Other UK Airports,BRISTOL,889035,889035,0
2018-09-01,September 2018,Other UK Airports,CAMPBELTOWN,718,718,0
2018-09-01,September 2018,Other UK Airports,CARDIFF WALES,178584,178482,102
2018-09-01,September 2018,Other UK Airports,CITY OF DERRY (EGLINTON),12136,12136,0
2018-09-01,September 2018,Other UK Airports,DONCASTER SHEFFIELD,126673,126673,0
2018-09-01,September 2018,Other UK Airports,DUNDEE,2079,2079,0
2018-09-01,September 2018,Other UK Airports,DURHAM TEES VALLEY,12649,12536,113
2018-09-01,September 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,551719,551719,0
2018-09-01,September 2018,Other UK Airports,EDINBURGH,1364613,1364391,222
2018-09-01,September 2018,Other UK Airports,EXETER,92913,92913,0
2018-09-01,September 2018,London Area Airports,GATWICK,4479151,4479151,0
2018-09-01,September 2018,Other UK Airports,GLASGOW,955964,955914,50
2018-09-01,September 2018,Non UK Reporting Airports,GUERNSEY,81059,78474,2585
2018-09-01,September 2018,London Area Airports,HEATHROW,6959068,6957753,1315
2018-09-01,September 2018,Other UK Airports,HUMBERSIDE,18700,18550,150
2018-09-01,September 2018,Other UK Airports,INVERNESS,85678,85537,141
2018-09-01,September 2018,Other UK Airports,ISLAY,3072,3051,21
2018-09-01,September 2018,Non UK Reporting Airports,ISLE OF MAN,70669,70669,0
2018-09-01,September 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),9843,9843,0
2018-09-01,September 2018,Non UK Reporting Airports,JERSEY,171252,169171,2081
2018-09-01,September 2018,Other UK Airports,KIRKWALL,16740,15610,1130
2018-09-01,September 2018,Other UK Airports,LANDS END (ST JUST),6977,6898,79
2018-09-01,September 2018,Other UK Airports,LEEDS BRADFORD,464524,464524,0
2018-09-01,September 2018,Other UK Airports,LERWICK (TINGWALL),313,313,0
2018-09-01,September 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),478443,477443,1000
2018-09-01,September 2018,London Area Airports,LONDON CITY,421131,421131,0
2018-09-01,September 2018,London Area Airports,LUTON,1565338,1565338,0
2018-09-01,September 2018,Other UK Airports,LYDD,38,38,0
2018-09-01,September 2018,Other UK Airports,MANCHESTER,2840678,2838836,1842
2018-09-01,September 2018,Other UK Airports,NEWCASTLE,579191,579067,124
2018-09-01,September 2018,Other UK Airports,NEWQUAY,45922,45908,14
2018-09-01,September 2018,Other UK Airports,NORWICH,57209,57209,0
2018-09-01,September 2018,Other UK Airports,PRESTWICK,79926,79920,6
2018-09-01,September 2018,Other UK Airports,SCATSTA,13559,13559,0
2018-09-01,September 2018,Other UK Airports,SOUTHAMPTON,180025,180025,0
2018-09-01,September 2018,London Area Airports,SOUTHEND,154108,154108,0
2018-09-01,September 2018,London Area Airports,STANSTED,2682249,2682249,0
2018-09-01,September 2018,Other UK Airports,STORNOWAY,11404,11203,201
2018-09-01,September 2018,Other UK Airports,SUMBURGH,18058,18058,0
2018-09-01,September 2018,Other UK Airports,TIREE,1092,1081,11
2018-09-01,September 2018,Other UK Airports,WICK JOHN O GROATS,1537,1537,0
2018-10-01,October 2018,Other UK Airports,ABERDEEN,280241,280241,0
2018-10-01,October 2018,Non UK Reporting Airports,ALDERNEY,4479,4479,0
2018-10-01,October 2018,Other UK Airports,BARRA,1106,1106,0
2018-10-01,October 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),213972,213972,0
2018-10-01,October 2018,Other UK Airports,BELFAST INTERNATIONAL,550868,550868,0
2018-10-01,October 2018,Other UK Airports,BENBECULA,3417,3417,0
2018-10-01,October 2018,Other UK Airports,BIGGIN HILL,47,47,0
2018-10-01,October 2018,Other UK Airports,BIRMINGHAM,1143208,1143145,63
2018-10-01,October 2018,Other UK Airports,BLACKPOOL,1549,1549,0
2018-10-01,October 2018,Other UK Airports,BOURNEMOUTH,67637,67637,0
2018-10-01,October 2018,Other UK Airports,BRISTOL,801881,801881,0
2018-10-01,October 2018,Other UK Airports,CAMPBELTOWN,774,774,0
2018-10-01,October 2018,Other UK Airports,CARDIFF WALES,140535,140086,449
2018-10-01,October 2018,Other UK Airports,CITY OF DERRY (EGLINTON),12847,12847,0
2018-10-01,October 2018,Other UK Airports,DONCASTER SHEFFIELD,98310,98310,0
2018-10-01,October 2018,Other UK Airports,DUNDEE,1969,1969,0
2018-10-01,October 2018,Other UK Airports,DURHAM TEES VALLEY,12583,12468,115
2018-10-01,October 2018,Other UK Airports,EAST MIDLANDS INTERNATIONAL,490131,490131,0
2018-10-01,October 2018,Other UK Airports,EDINBURGH,1320023,1319409,614
2018-10-01,October 2018,Other UK Airports,EXETER,84351,84351,0
2018-10-01,October 2018,London Area Airports,GATWICK,4018498,4018170,328
2018-10-01,October 2018,Other UK Airports,GLASGOW,884621,884384,237
2018-10-01,October 2018,Non UK Reporting Airports,GUERNSEY,73017,70180,2837
2018-10-01,October 2018,London Area Airports,HEATHROW,6955788,6954019,1769
2018-10-01,October 2018,Other UK Airports,HUMBERSIDE,17905,17820,85
2018-10-01,October 2018,Other UK Airports,INVERNESS,83020,82862,158
2018-10-01,October 2018,Other UK Airports,ISLAY,2977,2966,11
2018-10-01,October 2018,Non UK Reporting Airports,ISLE OF MAN,72573,72573,0
2018-10-01,October 2018,Other UK Airports,ISLES OF SCILLY (ST.MARYS),6784,6784,0
2018-10-01,October 2018,Non UK Reporting Airports,JERSEY,150722,148734,1988
2018-10-01,October 2018,Other UK Airports,KIRKWALL,15856,14573,1283
2018-10-01,October 2018,Other UK Airports,LANDS END (ST JUST),5262,5262,0
2018-10-01,October 2018,Other UK Airports,LEEDS BRADFORD,380635,380635,0
2018-10-01,October 2018,Other UK Airports,LERWICK (TINGWALL),240,240,0
2018-10-01,October 2018,Other UK Airports,LIVERPOOL (JOHN LENNON),463067,463067,0
2018-10-01,October 2018,London Area Airports,LONDON CITY,438969,438969,0
2018-10-01,October 2018,London Area Airports,LUTON,1525959,1525959,0
2018-10-01,October 2018,Other UK Airports,LYDD,2,2,0
2018-10-01,October 2018,Other UK Airports,MANCHESTER,2547034,2544826,2208
2018-10-01,October 2018,Other UK Airports,NEWCASTLE,506857,506797,60
2018-10-01,October 2018,Other UK Airports,NEWQUAY,36055,36055,0
2018-10-01,October 2018,Other UK Airports,NORWICH,52401,52401,0
2018-10-01,October 2018,Other UK Airports,PRESTWICK,71520,71516,4
2018-10-01,October 2018,Other UK Airports,SCATSTA,14899,14899,0
2018-10-01,October 2018,Other UK Airports,SOUTHAMPTON,171037,171037,0
2018-10-01,October 2018,London Area Airports,SOUTHEND,145996,145996,0
2018-10-01,October 2018,London Area Airports,STANSTED,2529854,2529854,0
2018-10-01,October 2018,Other UK Airports,STORNOWAY,12509,12330,179
2018-10-01,October 2018,Other UK Airports,SUMBURGH,23670,23670,0
2018-10-01,October 2018,Other UK Airports,TIREE,1051,1039,12
2018-10-01,October 2018,Other UK Airports,WICK JOHN O GROATS,1442,1442,0
2018-11-01,November 2018,Other UK Airports,ABERDEEN,233702,233702,0
2018-11-01,November 2018,Non UK Reporting Airports,ALDERNEY,3360,3360,0
2018-11-01,November 2018,Other UK Airports,BARRA,925,925,0
2018-11-01,November 2018,Other UK Airports,BELFAST CITY (GEORGE BEST),189582,189582,0
2018-11-01,November 2018,Other UK Airports,BELFAST INTERNATIONAL,456313,456313,0
2018-11-01,November 2018,Other UK Airports,BENBECULA,2990,2990,0
2018-11-01,November 2018,Other UK Airports,BIGGIN HILL,60,60,0
2018-11-01,November 2018,Other UK Airports,BIRMINGHAM,824531,824409,122
2018-11-01,November 2018,Other UK Airports,BLACKPOOL,1475,1475,0
